Carimbo de data/hora,Nome Completo,Idade ,Município,Trilha ,Gênero,Ocupação atual/Emprego:,Cor ou Raça,Grau de Escolaridade,Participou do Trilhas Anterior,Acesso a net e ao pc,Faixa de Renda Familiar,Motivo da Participação,Escola de Origem
2023/12/16 12:46:26,DESAFIO,20,São Luís,Programação (Back-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 3.908 e R$ 5.209,Ter formação em uma das Trilhas,Pública
2023/12/16 12:56:39,DESAFIO,26,São Luís,Programação (Back-end),Masculino,Desempregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/16 12:57:40,DESAFIO,22,Paço do Lumiar,Programação (Front-end),Feminino,Empregado,Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/16 13:01:38,DESAFIO,29,São Luís,Programação (Back-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Particular sem Fins Lucrativos
2023/12/16 13:22:08,DESAFIO,23,São Luís,Programação (Back-end),Feminino,Desempregado,Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 13:31:17,DESAFIO,23,São Luís,Programação (Front-end),Masculino,A busca de emprego,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/16 13:58:35,DESAFIO,23,São Luís,Programação (Front-end),Masculino,Empregado,Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 3.908 e R$ 5.209,Ter formação em uma das Trilhas,Particular sem Fins Lucrativos
2023/12/16 14:13:06,DESAFIO,18,São Luís,Programação (Back-end),Masculino,Nunca Trabalhei,Branca,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 14:38:33,DESAFIO,22,Viana,Ciência de Dados,Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/16 14:58:18,DESAFIO,16,São Luís,Ciência de Dados,Feminino,Desempregado,Parda,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Particular (bolsista 100%)
2023/12/16 15:00:10,DESAFIO,18,Presidente Juscelino,Programação (Front-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Ens. Médio em Curso,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/16 15:17:33,DESAFIO,28,São Luís,Ciência de Dados,Masculino,Desempregado,Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Particular sem Fins Lucrativos
2023/12/16 15:21:52,DESAFIO,25,São Luís,Programação (Front-end),Masculino,A busca de emprego,Branca,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 15:26:40,DESAFIO,29,São Luís,Programação (Front-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 15:29:21,DESAFIO,18,São José de Ribamar,Programação (Back-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Preta,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/16 16:13:50,DESAFIO,27,São Luís,Ciência de Dados,Masculino,A busca de emprego,Parda,Pós-Graduação Completa,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 16:14:15,DESAFIO,18,Imperatriz,Design e Experiência,Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/16 16:29:41,DESAFIO,19,São Luís,Programação (Back-end),Masculino,A busca de emprego,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 16:35:55,DESAFIO,19,São Luís,Programação (Front-end),Feminino,Desempregado,Preta,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/16 16:41:58,DESAFIO,20,Açailândia,Design e Experiência,Masculino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 17:18:50,DESAFIO,20,Trizidela do Vale,Ciência de Dados,Masculino,A busca de emprego,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/16 17:19:29,DESAFIO,22,São José de Ribamar,Programação (Back-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Particular sem Fins Lucrativos
2023/12/16 17:22:55,DESAFIO,18,Imperatriz,Design e Experiência,Feminino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/16 17:23:21,DESAFIO,20,Santa Rita,Programação de Jogos,Masculino,Desempregado,Preta,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/16 17:24:22,DESAFIO,21,Imperatriz,Programação (Front-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/16 17:35:43,DESAFIO,23,São José de Ribamar,Programação de Jogos,Masculino,Autônomo,Parda,Graduação Completa,Sim,Sim,Entre R$ 2.606 e R$ 3.907,Mudança de carreira,Pública
2023/12/16 17:36:20,DESAFIO,23,Imperatriz,Programação de Jogos,Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/16 17:59:51,DESAFIO,22,São Luís,Ciência de Dados,Masculino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/16 18:42:00,DESAFIO,21,São José de Ribamar,Design e Experiência,Masculino,A busca de emprego,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 2.606 e R$ 3.907,Conseguir um emprego,Pública
2023/12/16 18:50:25,DESAFIO,27,São José de Ribamar,Design e Experiência,Feminino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 18:54:24,DESAFIO,21,São Luís,Programação (Front-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Preta,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Particular sem Fins Lucrativos
2023/12/16 19:03:27,DESAFIO,18,São José de Ribamar,Programação (Back-end),Feminino,A busca de emprego,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 19:46:53,DESAFIO,38,São Luís,Programação (Front-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/16 19:59:45,DESAFIO,30,São José de Ribamar,Programação (Back-end),Feminino,A busca de emprego,Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/16 20:02:24,DESAFIO,21,Caxias,Ciência de Dados,Masculino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/16 20:05:18,DESAFIO,20,Trizidela do Vale,Design e Experiência,Masculino,A busca de emprego,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/16 20:08:50,DESAFIO,30,São José de Ribamar,Programação (Back-end),Feminino,A busca de emprego,Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/16 20:20:20,DESAFIO,17,São Luís,Programação (Front-end),Masculino,Nunca Trabalhei,Parda,Ens. Médio em Curso,Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/16 20:24:29,DESAFIO,20,Paço do Lumiar,Programação (Back-end),Masculino,A busca de emprego,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/16 20:25:00,DESAFIO,19,São José de Ribamar,Programação (Back-end),Masculino,Nunca Trabalhei,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/16 20:37:00,DESAFIO,26,Loreto,Programação (Back-end),Feminino,"Empregado, mas não na área tecnológica",Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Mudança de carreira,Pública
2023/12/16 21:02:54,DESAFIO,24,Presidente Médici,Programação (Back-end),Masculino,Nunca Trabalhei,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/16 21:11:16,DESAFIO,27,São Luís,Programação (Back-end),Masculino,Empregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Particular sem Fins Lucrativos
2023/12/16 21:22:57,DESAFIO,25,Paço do Lumiar,Programação (Back-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 22:02:01,DESAFIO,20,São Luís,Programação (Front-end),Masculino,Nunca Trabalhei,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/16 22:08:33,DESAFIO,26,São Luís,Ciência de Dados,Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 07:01:59,DESAFIO,25,São Luís,Programação (Back-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 08:38:33,DESAFIO,19,Imperatriz,Ciência de Dados,Feminino,"Não estou empregado, mas focando apenas nos estudos",Preta,Ens. Médio Completo,Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 08:47:17,DESAFIO,21,Imperatriz,Programação (Front-end),Feminino,Autônomo,Preta,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 09:01:10,DESAFIO,16,Nova Olinda do Maranhão,Programação de Jogos,Masculino,"Não estou empregado, mas focando apenas nos estudos",Preta,Ens. Médio em Curso,Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 09:11:56,DESAFIO,27,São José de Ribamar,Ciência de Dados,Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 5.210 e R$ 6.511,Conseguir um emprego,Pública
2023/12/17 09:46:11,DESAFIO,19,Imperatriz,Programação (Front-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 10:02:13,DESAFIO,23,São Luís,Programação (Front-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio Completo,Não,Sim,Entre R$ 3.908 e R$ 5.209,Ter formação em uma das Trilhas,Pública
2023/12/17 11:00:01,DESAFIO,18,Pinheiro,Ciência de Dados,Feminino,Desempregado,Parda,Ens. Médio Completo,Não,Não,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 11:05:44,DESAFIO,16,São José de Ribamar,Programação de Jogos,Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 11:30:07,DESAFIO,19,São Luís,Programação (Back-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 11:30:16,DESAFIO,18,São José de Ribamar,Design e Experiência,Feminino,Desempregado,Parda,Ens. Médio Completo,Não,Não,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 11:39:57,DESAFIO,32,São Luís,Ciência de Dados,Masculino,A busca de emprego,Parda,Ens. Médio Completo,Não,Não,Até  R$ 1.302,Mudança de carreira,Pública
2023/12/17 11:42:49,DESAFIO,18,Paço do Lumiar,Ciência de Dados,Masculino,Nunca Trabalhei,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 12:27:00,DESAFIO,39,Godofredo Viana,Ciência de Dados,Masculino,"Empregado, mas não na área tecnológica",Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 12:46:49,DESAFIO,16,São Luís,Design e Experiência,Feminino,Nunca Trabalhei,Parda,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Receber ajuda financeira,Pública
2023/12/17 13:01:54,DESAFIO,18,Imperatriz,Ciência de Dados,Masculino,Nunca Trabalhei,Preta,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 13:27:40,DESAFIO,26,Santa Inês,Ciência de Dados,Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 13:43:06,DESAFIO,20,Imperatriz,Programação (Front-end),Masculino,Empregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 13:45:25,DESAFIO,18,Imperatriz,Programação (Back-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 5.210 e R$ 6.511,Receber ajuda financeira,Particular (bolsista 100%)
2023/12/17 13:48:19,DESAFIO,18,São Luís,Design e Experiência,Feminino,Desempregado,Branca,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 14:20:05,DESAFIO,23,Matões,Ciência de Dados,Masculino,"Empregado, mas não na área tecnológica",Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 14:22:25,DESAFIO,18,Bacabeira,Ciência de Dados,Feminino,Desempregado,Parda,Ens. Médio Completo,Não,Não,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 14:25:22,DESAFIO,23,Santa Filomena do Maranhão,Ciência de Dados,Feminino,Nunca Trabalhei,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 15:01:19,DESAFIO,27,São Luís,Ciência de Dados,Feminino,Empregado,Branca,Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 15:15:20,DESAFIO,24,São Luís,Programação (Back-end),Masculino,Desempregado,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 15:20:51,DESAFIO,16,Bacabal,Programação (Back-end),Masculino,A busca de emprego,Parda,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Receber ajuda financeira,Particular (bolsista 100%)
2023/12/17 15:51:34,DESAFIO,26,São Luís,Programação (Front-end),Masculino,A busca de emprego,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 16:27:46,DESAFIO,20,São Luís,Ciência de Dados,Feminino,"Empregado, mas não na área tecnológica",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 5.210 e R$ 6.511,Ter formação em uma das Trilhas,Pública
2023/12/17 17:11:13,DESAFIO,19,São Luís,Ciência de Dados,Masculino,A busca de emprego,Preta,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 17:29:14,DESAFIO,41,Açailândia,Ciência de Dados,Masculino,"Empregado, mas não na área tecnológica",Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Mudança de carreira,Pública
2023/12/17 17:32:43,DESAFIO,32,Monção,Programação (Front-end),Masculino,Autônomo,Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 17:34:12,DESAFIO,28,Arari,Ciência de Dados,Feminino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 17:42:32,DESAFIO,25,Pinheiro,Design e Experiência,Feminino,"Não estou empregado, mas focando apenas nos estudos",Branca,Ens. Médio Completo,Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Particular sem Fins Lucrativos
2023/12/17 17:43:19,DESAFIO,35,Grajaú,Design e Experiência,Masculino,"Empregado, mas não na área tecnológica",Branca,Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 17:43:28,DESAFIO,26,Bacabal,Ciência de Dados,Feminino,A busca de emprego,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Receber ajuda financeira,Pública
2023/12/17 17:47:37,DESAFIO,28,São Luís Gonzaga do Maranhão,Ciência de Dados,Masculino,Empregado,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 17:48:42,DESAFIO,17,Cidelândia,Design e Experiência,Masculino,Autônomo,Parda,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 17:51:14,DESAFIO,37,Barra do Corda,Ciência de Dados,Feminino,Empregado,Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Receber ajuda financeira,Particular sem Fins Lucrativos
2023/12/17 17:57:13,DESAFIO,19,Bacabal,Programação (Back-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Conseguir um emprego,Particular (bolsista 100%)
2023/12/17 18:02:23,DESAFIO,39,Balsas,Ciência de Dados,Masculino,"Não estou empregado, mas focando apenas nos estudos",Preta,Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/17 18:05:40,DESAFIO,28,Turiaçu,Programação (Front-end),Feminino,Empregado,Preta,Pós-Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 18:16:52,DESAFIO,37,São João dos Patos,Ciência de Dados,Masculino,"Empregado, mas não na área tecnológica",Branca,Pós-Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 18:17:02,DESAFIO,37,Zé Doca,Ciência de Dados,Masculino,Empregado,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Particular sem Fins Lucrativos
2023/12/17 18:18:07,DESAFIO,22,São Luís Gonzaga do Maranhão,Programação (Front-end),Masculino,Desempregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 18:19:26,DESAFIO,19,Grajaú,Programação de Jogos,Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 18:19:42,DESAFIO,17,São Luís,Programação (Front-end),Masculino,Nunca Trabalhei,Parda,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 18:21:42,DESAFIO,18,Bacabal,Programação (Back-end),Masculino,Desempregado,Parda,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 18:26:52,DESAFIO,27,São Luís,Programação (Back-end),Feminino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 18:32:41,DESAFIO,20,São José de Ribamar,Ciência de Dados,Masculino,Desempregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 18:40:07,DESAFIO,22,Conceição do Lago-Açu,Programação (Back-end),Masculino,"Empregado, mas não na área tecnológica",Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 18:41:54,DESAFIO,26,Palmeirândia,Ciência de Dados,Feminino,A busca de emprego,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 18:46:09,DESAFIO,33,Coroatá,Programação (Front-end),Masculino,Empregado,Branca,Graduação Completa,Não,Sim,Entre R$ 2.606 e R$ 3.907,Conseguir um emprego,Pública
2023/12/17 18:48:32,DESAFIO,17,Cedral,Ciência de Dados,Feminino,"Não estou empregado, mas focando apenas nos estudos",Branca,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 18:48:47,DESAFIO,22,Codó,Programação (Front-end),Masculino,Empregado,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 18:52:51,DESAFIO,17,Bacabal,Design e Experiência,Feminino,A busca de emprego,Preta,Ens. Médio em Curso,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
