Carimbo de data/hora,Nome Completo,Idade ,Município,Trilha ,Gênero,Ocupação atual/Emprego:,Cor ou Raça,Grau de Escolaridade,Participou do Trilhas Anterior,Acesso a net e ao pc,Faixa de Renda Familiar,Motivo da Participação,Escola de Origem
2023/12/17 18:55:01,DESAFIO,20,São Luís,Ciência de Dados,Masculino,"Não estou empregado, mas focando apenas nos estudos",Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 18:56:20,DESAFIO,30,Paço do Lumiar,Design e Experiência,Feminino,Desempregado,Preta,Graduação Completa,Não,Sim,Até  R$ 1.302,Mudança de carreira,Particular (bolsista 100%)
2023/12/17 19:01:36,DESAFIO,28,Codó,Programação (Front-end),Masculino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 19:02:15,DESAFIO,41,São Luís,Ciência de Dados,Masculino,Autônomo,Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 19:02:27,DESAFIO,19,São José de Ribamar,Programação (Front-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 19:08:10,DESAFIO,17,São Luís,Programação de Jogos,Feminino,Nunca Trabalhei,Parda,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Receber ajuda financeira,Pública
2023/12/17 19:14:41,DESAFIO,19,Pindaré-Mirim,Ciência de Dados,Masculino,"Empregado, mas não na área tecnológica",Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 19:19:35,DESAFIO,35,Açailândia,Ciência de Dados,Feminino,A busca de emprego,Parda,Graduação Completa,Sim,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 19:20:23,DESAFIO,20,Bacabal,Ciência de Dados,Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio Completo,Não,Sim,Superior a R$ 7.000,Conseguir um emprego,Pública
2023/12/17 19:22:23,DESAFIO,32,Bacabal,Ciência de Dados,Masculino,Empregado,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Mudança de carreira,Pública
2023/12/17 19:24:46,DESAFIO,33,Timon,Ciência de Dados,Feminino,Empregado,Parda,Pós-Graduação Completa,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 19:29:13,DESAFIO,18,Santa Inês,Programação (Back-end),Masculino,Desempregado,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Mudança de carreira,Pública
2023/12/17 19:29:18,DESAFIO,24,Bom Lugar,Ciência de Dados,Feminino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 19:41:31,DESAFIO,22,São Luís,Ciência de Dados,Masculino,A busca de emprego,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 3.908 e R$ 5.209,Conseguir um emprego,Pública
2023/12/17 19:42:10,DESAFIO,19,Zé Doca,Ciência de Dados,Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 19:43:27,DESAFIO,29,Caxias,Design e Experiência,Feminino,"Empregado, mas não na área tecnológica",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 19:45:40,DESAFIO,33,Bacabal,Ciência de Dados,Feminino,"Empregado, mas não na área tecnológica",Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 19:45:43,DESAFIO,17,Bacabal,Programação (Front-end),Masculino,A busca de emprego,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Receber ajuda financeira,Pública
2023/12/17 19:45:45,DESAFIO,34,Bacabal,Design e Experiência,Masculino,"Empregado, mas não na área tecnológica",Parda,Pós-Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 19:47:09,DESAFIO,21,Codó,Programação (Front-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/17 19:47:19,DESAFIO,21,Pio XII,Design e Experiência,Masculino,Nunca Trabalhei,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 19:52:52,DESAFIO,38,Palmeirândia,Programação (Front-end),Masculino,"Empregado, mas não na área tecnológica",Preta,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 19:54:07,DESAFIO,48,São Luís,Ciência de Dados,Masculino,Desempregado,Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 19:59:43,DESAFIO,25,São José de Ribamar,Programação (Front-end),,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 20:02:42,DESAFIO,20,Bacabal,Design e Experiência,Feminino,A busca de emprego,Branca,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 20:03:13,DESAFIO,29,Bacabal,Ciência de Dados,Masculino,Empregado,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 20:05:32,DESAFIO,24,Paulo Ramos,Ciência de Dados,Masculino,Autônomo,Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 20:11:26,DESAFIO,22,Satubinha,Programação (Front-end),Masculino,Desempregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Receber ajuda financeira,Pública
2023/12/17 20:13:35,DESAFIO,25,Santa Inês,Programação (Front-end),Masculino,Desempregado,Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/17 20:13:52,DESAFIO,31,Coroatá,Ciência de Dados,Masculino,Empregado,Parda,Graduação Completa,Não,Sim,Entre R$ 2.606 e R$ 3.907,Receber ajuda financeira,Pública
2023/12/17 20:14:17,DESAFIO,25,Bacabal,Programação (Front-end),Masculino,"Empregado, mas não na área tecnológica",Parda,Graduação Completa,Não,Sim,Entre R$ 3.908 e R$ 5.209,Mudança de carreira,Pública
2023/12/17 20:21:46,DESAFIO,23,São Luís,Ciência de Dados,Feminino,Desempregado,Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Particular sem Fins Lucrativos
2023/12/17 20:22:24,DESAFIO,21,Satubinha,Programação (Front-end),Feminino,Desempregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Receber ajuda financeira,Pública
2023/12/17 20:23:55,DESAFIO,21,São José de Ribamar,Programação (Front-end),Feminino,"Empregado, mas não na área tecnológica",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 20:24:57,DESAFIO,18,Colinas,Design e Experiência,Feminino,A busca de emprego,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 20:25:05,DESAFIO,25,Vitorino Freire,Ciência de Dados,Masculino,Empregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 20:27:00,DESAFIO,27,Paço do Lumiar,Design e Experiência,Feminino,A busca de emprego,Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 20:27:21,DESAFIO,18,Lago da Pedra,Programação de Jogos,Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/17 20:29:28,DESAFIO,19,Porto Franco,Design e Experiência,Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 20:34:07,DESAFIO,20,Bacabal,Programação (Front-end),Feminino,"Não estou empregado, mas focando apenas nos estudos",Preta,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/17 20:37:36,DESAFIO,18,Bacabal,Design e Experiência,Masculino,"Empregado, mas não na área tecnológica",Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 20:43:08,DESAFIO,31,São Luís,Ciência de Dados,Masculino,Nunca Trabalhei,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 20:49:08,DESAFIO,34,São Luís,Ciência de Dados,Masculino,"Empregado, mas não na área tecnológica",Preta,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 20:50:28,DESAFIO,30,Dom Pedro,Ciência de Dados,Feminino,Empregado,Preta,Pós-Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 20:57:11,DESAFIO,32,Bequimão,Ciência de Dados,Feminino,Desempregado,Preta,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 20:57:23,DESAFIO,31,Codó,Design e Experiência,Feminino,Desempregado,Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 20:57:57,DESAFIO,22,São Luís,Ciência de Dados,Masculino,"Empregado, mas não na área tecnológica",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 21:01:36,DESAFIO,18,São Luís,Ciência de Dados,Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 21:04:03,DESAFIO,20,Bom Lugar,Design e Experiência,Feminino,Desempregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 21:04:38,DESAFIO,25,São Luís,Ciência de Dados,Masculino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 2.606 e R$ 3.907,Conseguir um emprego,Pública
2023/12/17 21:06:19,DESAFIO,24,Lago do Junco,Programação (Front-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/17 21:07:00,DESAFIO,35,São Luís,Programação (Front-end),Masculino,A busca de emprego,Branca,Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 21:07:41,DESAFIO,17,Bacabal,Programação (Back-end),Masculino,"Empregado, mas não na área tecnológica",Parda,Ens. Médio em Curso,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 21:08:16,DESAFIO,23,Bacabal,Programação de Jogos,Feminino,Desempregado,Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 21:09:54,DESAFIO,20,Raposa,Programação (Front-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio em Curso,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 21:13:13,DESAFIO,43,São Luís,Programação (Back-end),Masculino,Autônomo,Povos originários,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 21:22:38,DESAFIO,25,São Luís,Design e Experiência,Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 21:25:58,DESAFIO,20,São Luís,Programação (Back-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 21:37:01,DESAFIO,33,São Luís,Ciência de Dados,Masculino,Empregado,Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 21:38:40,DESAFIO,34,Bacabal,Programação (Front-end),Masculino,"Empregado, mas não na área tecnológica",Parda,Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 21:39:05,DESAFIO,40,São Luís,Ciência de Dados,Masculino,Empregado,Branca,Graduação Completa,Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 21:40:05,DESAFIO,27,São Luís,Programação (Front-end),Masculino,A busca de emprego,Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 21:42:38,DESAFIO,33,Bacabal,Programação (Front-end),Masculino,Empregado,Parda,Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 21:45:24,DESAFIO,16,Santa Inês,Programação (Back-end),Masculino,A busca de emprego,Parda,Ens. Médio em Curso,Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 21:45:41,DESAFIO,19,Itapecuru Mirim,Design e Experiência,Feminino,A busca de emprego,Branca,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 21:51:37,DESAFIO,18,São Luís,Programação de Jogos,Masculino,A busca de emprego,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Pública
2023/12/17 21:53:51,DESAFIO,36,Imperatriz,Ciência de Dados,Masculino,Empregado,Parda,Graduação Completa,Não,Sim,Entre R$ 3.908 e R$ 5.209,Ter formação em uma das Trilhas,Pública
2023/12/17 21:56:18,DESAFIO,18,Santa Inês,Ciência de Dados,Feminino,Desempregado,Branca,Ens. Médio em Curso,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/17 22:02:00,DESAFIO,25,São Domingos do Maranhão,Programação (Back-end),Masculino,"Empregado, mas não na área tecnológica",Branca,Ens. Médio Completo,Não,Sim,Entre R$ 2.606 e R$ 3.907,Mudança de carreira,Pública
2023/12/17 22:02:34,DESAFIO,27,Paço do Lumiar,Programação (Back-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Particular sem Fins Lucrativos
2023/12/17 22:05:56,DESAFIO,26,São José de Ribamar,Design e Experiência,Feminino,Empregado,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 22:10:35,DESAFIO,39,Bacabal,Ciência de Dados,Feminino,Empregado,Preta,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 22:15:15,DESAFIO,22,São Luís,Programação (Front-end),Feminino,Desempregado,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 22:22:15,DESAFIO,16,São Luís,Programação de Jogos,Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio em Curso,Não,Não,Entre R$ 2.606 e R$ 3.907,Conseguir um emprego,Pública
2023/12/17 22:23:24,DESAFIO,19,Maracaçumé,Programação (Back-end),Masculino,A busca de emprego,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 22:25:48,DESAFIO,28,São Luís,Programação (Front-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 2.606 e R$ 3.907,Ter formação em uma das Trilhas,Particular (bolsista 100%)
2023/12/17 22:26:04,DESAFIO,29,São José de Ribamar,Ciência de Dados,Masculino,A busca de emprego,Parda,Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 22:30:55,DESAFIO,16,São Luís,Programação (Front-end),Masculino,Nunca Trabalhei,Parda,Ens. Médio em Curso,Não,Não,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 22:31:04,DESAFIO,17,São Luís,Ciência de Dados,Feminino,Nunca Trabalhei,Preta,Ens. Médio Completo,Não,Sim,Entre R$ 2.606 e R$ 3.907,Receber ajuda financeira,Particular sem Fins Lucrativos
2023/12/17 22:31:51,DESAFIO,31,São Bento,Ciência de Dados,Masculino,Desempregado,Branca,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 22:32:23,DESAFIO,24,São Luís,Design e Experiência,Feminino,Autônomo,Preta,Graduação Completa,Não,Sim,Superior a R$ 7.000,Conseguir um emprego,Particular sem Fins Lucrativos
2023/12/17 22:34:22,DESAFIO,27,São Luís,Ciência de Dados,Feminino,"Não estou empregado, mas focando apenas nos estudos",Branca,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 22:37:36,DESAFIO,41,São Luís,Programação de Jogos,Feminino,"Empregado, mas não na área tecnológica",Parda,Graduação Completa,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Particular (bolsista 100%)
2023/12/17 22:38:05,DESAFIO,49,São Luís,Ciência de Dados,Masculino,Autônomo,Preta,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/17 22:42:33,DESAFIO,29,Bacabal,Programação (Back-end),Masculino,Empregado,Preta,Graduação Completa,Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/17 22:42:38,DESAFIO,40,Açailândia,Ciência de Dados,Masculino,Empregado,Branca,Pós-Graduação Completa,Não,Sim,Superior a R$ 7.000,Mudança de carreira,Pública
2023/12/17 22:47:09,DESAFIO,42,Humberto de Campos,Design e Experiência,Masculino,A busca de emprego,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 22:47:42,DESAFIO,17,São Luís,Programação (Back-end),Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio em Curso,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/17 23:14:19,DESAFIO,19,Bacabal,Design e Experiência,Masculino,"Não estou empregado, mas focando apenas nos estudos",Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 23:16:45,DESAFIO,25,Zé Doca,Programação de Jogos,Feminino,Desempregado,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 23:17:43,DESAFIO,16,São Luís,Design e Experiência,Masculino,Desempregado,Preta,Ens. Médio em Curso,Não,Sim,Entre R$ 2.606 e R$ 3.907,Receber ajuda financeira,Pública
2023/12/17 23:21:20,DESAFIO,27,São Luís,Design e Experiência,Feminino,Autônomo,Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 3.908 e R$ 5.209,Conseguir um emprego,Pública
2023/12/17 23:26:50,DESAFIO,23,Açailândia,Ciência de Dados,Feminino,A busca de emprego,Parda,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/17 23:43:50,DESAFIO,23,Bacabal,Design e Experiência,Masculino,A busca de emprego,Parda,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Conseguir um emprego,Pública
2023/12/17 23:44:48,DESAFIO,24,Paço do Lumiar,Design e Experiência,Feminino,"Não estou empregado, mas focando apenas nos estudos",Parda,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/18 00:45:09,DESAFIO,38,Codó,Ciência de Dados,Feminino,Desempregado,Preta,Graduação Completa,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/18 01:08:11,DESAFIO,32,São Luís,Ciência de Dados,Masculino,Empregado,Parda,Graduação Completa,Sim,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/18 01:17:17,DESAFIO,23,Coroatá,Ciência de Dados,Masculino,Autônomo,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/18 01:18:07,DESAFIO,37,São Luís,Ciência de Dados,Feminino,Desempregado,Parda,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/18 02:21:44,DESAFIO,37,São Luís,Ciência de Dados,Masculino,Desempregado,Preta,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Conseguir um emprego,Pública
2023/12/18 06:53:12,DESAFIO,31,Colinas,Ciência de Dados,Masculino,Empregado,Branca,Ens. Médio Completo,Não,Sim,Entre R$ 1.303 e R$ 2.605,Mudança de carreira,Pública
2023/12/18 07:07:35,DESAFIO,27,Palmeirândia,Ciência de Dados,Feminino,A busca de emprego,Preta,Graduação Incompleta (ou cursando),Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/18 08:01:29,DESAFIO,25,São José de Ribamar,Ciência de Dados,Masculino,Empregado,Branca,Graduação Incompleta (ou cursando),Não,Sim,Entre R$ 1.303 e R$ 2.605,Ter formação em uma das Trilhas,Pública
2023/12/18 08:02:42,DESAFIO,30,Miranda do Norte,Ciência de Dados,Masculino,Desempregado,Branca,Graduação Completa,Não,Sim,Até  R$ 1.302,Receber ajuda financeira,Pública
2023/12/18 08:07:43,DESAFIO,27,Codó,Programação (Front-end),Feminino,Empregado,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Ter formação em uma das Trilhas,Pública
2023/12/18 08:07:54,DESAFIO,48,Presidente Dutra,Ciência de Dados,Masculino,Desempregado,Branca,Ens. Médio Completo,Não,Sim,Até  R$ 1.302,Conseguir um emprego,Particular (bolsista 100%)